cycles,capacity,SOH,fade_percent
1,2595.3,1,0
1,2595.3,1,0
1,2562.02,0.987176819635495,1.28231803645051
1,2562.02,0.987176819635495,1.28231803645051
1,2562.02,0.987176819635495,1.28231803645051
1,2562.02,0.987176819635495,1.28231803645051
1,2562.02,0.987176819635495,1.28231803645051
1,2562.02,0.987176819635495,1.28231803645051
1,2562.02,0.987176819635495,1.28231803645051
1,2562.02,0.987176819635495,1.28231803645051
1,2562.02,0.987176819635495,1.28231803645051
1,2562.02,0.987176819635495,1.28231803645051
1,2562.02,0.987176819635495,1.28231803645051
1,2562.02,0.987176819635495,1.28231803645051
2,2562.02,0.987176819635495,1.28231803645051
2,2562.02,0.987176819635495,1.28231803645051
2,2562.02,0.987176819635495,1.28231803645051
2,2562.02,0.987176819635495,1.28231803645051
2,2562.02,0.987176819635495,1.28231803645051
2,2562.02,0.987176819635495,1.28231803645051
2,2562.02,0.987176819635495,1.28231803645051
2,2562.02,0.987176819635495,1.28231803645051
2,2562.02,0.987176819635495,1.28231803645051
2,2562.02,0.987176819635495,1.28231803645051
2,2560.8803125,0.986737684468077,1.3262315531923
2,2558.23125,0.985716969136516,1.42830308634841
2,2555.5821875,0.984696253804955,1.53037461950449
2,2552.933125,0.983675538473394,1.6324461526606
3,2550.2840625,0.982654823141833,1.73451768581668
3,2547.635,0.981634107810272,1.83658921897277
3,2544.9859375,0.980613392478711,1.93866075212887
3,2542.336875,0.97959267714715,2.04073228528495
3,2539.6878125,0.97857196181559,2.14280381844104
3,2537.03875,0.977551246484029,2.24487535159713
3,2534.3896875,0.976530531152468,2.34694688475321
3,2531.740625,0.975509815820907,2.44901841790931
3,2529.0915625,0.974489100489346,2.5510899510654
3,2526.4425,0.973468385157785,2.65316148422148
3,2523.7934375,0.972447669826224,2.75523301737758
3,2521.144375,0.971426954494663,2.85730455053367
3,2518.4953125,0.970406239163103,2.95937608368975
3,2515.84625,0.969385523831542,3.06144761684584
4,2513.1971875,0.968364808499981,3.16351915000194
4,2510.548125,0.96734409316842,3.26559068315803
4,2507.8990625,0.966323377836859,3.3676622163141
4,2505.25,0.965302662505298,3.46973374947021
4,2502.6009375,0.964281947173737,3.57180528262629
4,2499.951875,0.963261231842176,3.67387681578237
4,2497.3028125,0.962240516510615,3.77594834893847
4,2494.65375,0.961219801179054,3.87801988209456
4,2492.0046875,0.960199085847493,3.98009141525066
4,2489.355625,0.959178370515933,4.08216294840673
4,2486.7065625,0.958157655184372,4.18423448156283
4,2484.0575,0.957136939852811,4.28630601471892
4,2481.4084375,0.95611622452125,4.388377547875
4,2478.759375,0.955095509189689,4.4904490810311
